Application mode,Course,Daytime/evening attendance	,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Tuition fees up to date,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
0.1071428571428571,0.9152440249045992,1.0,0.368421052631579,0.4285714285714285,0.0,0.0257731958762886,0.0256410256410256,0.368421052631579,1.0,0.0,0.3396226415094339,0.1923076923076923,0.1111111111111111,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.6785714285714285,0.9090178750753164,1.0,0.368421052631579,0.8571428571428571,0.8372093023255813,0.0309278350515463,0.0307692307692307,0.1578947368421053,1.0,0.0,0.1509433962264151,0.2307692307692307,0.2888888888888889,0.1153846153846153,0.6181015452538631,0.2608695652173913,0.4242424242424242,0.1,0.6102564102564102,0.4069767441860464,0.3111111111111111,0.8031704095112285
0.0,0.9075115485037156,1.0,0.2526315789473683,0.0,0.0,0.0463917525773195,0.0461538461538461,0.2968421052631578,1.0,1.0,0.0943396226415094,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7505518763796909,0.2608695652173913,0.2424242424242424,0.3,0.7336538461538461,0.372093023255814,0.4888888888888888,0.7661822985468957
0.6785714285714285,0.9243824061056436,1.0,0.4010526315789473,0.8571428571428571,0.8372093023255813,0.0463917525773195,0.0205128205128205,0.0894736842105263,1.0,1.0,0.4716981132075471,0.2307692307692307,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0
0.0,0.9506929102229364,1.0,0.4947368421052631,0.8571428571428571,0.8604651162790697,0.0463917525773195,0.0461538461538461,0.445263157894737,1.0,0.0,0.0943396226415094,0.2692307692307693,0.1555555555555555,0.2307692307692307,0.7364238410596027,0.3043478260869565,0.2121212121212121,0.3,0.7484615384615384,0.0,0.7555555555555555,0.5785997357992074
0.7678571428571428,0.9090178750753164,1.0,0.4736842105263157,0.0,0.4186046511627907,0.0206185567010309,0.0205128205128205,0.4736842105263157,1.0,0.0,0.0754716981132075,0.2307692307692307,0.2,0.2307692307692307,0.6963103122043519,0.2608695652173913,0.2727272727272727,0.3,0.655128205128205,0.7325581395348838,0.1111111111111111,0.6406869220607662
0.2857142857142857,0.9243824061056436,1.0,0.2105263157894736,0.4285714285714285,0.8604651162790697,0.0360824742268041,0.041025641025641,0.2252631578947368,1.0,0.0,0.0754716981132075,0.2307692307692307,0.2,0.2307692307692307,0.6026490066225165,0.2608695652173913,0.2727272727272727,0.3,0.7153846153846154,1.0,0.2444444444444444,0.4147952443857331
0.2857142857142857,0.912432215304278,1.0,0.3789473684210527,0.0,0.0465116279069767,0.0463917525773195,0.0512820512820512,0.3021052631578946,1.0,1.0,0.0566037735849056,0.1923076923076923,0.1555555555555555,0.1538461538461538,0.6357615894039735,0.217391304347826,0.2424242424242424,0.1,0.673076923076923,0.372093023255814,0.4888888888888888,0.7661822985468957
0.1071428571428571,0.8014661578630247,0.0,0.4736842105263157,0.8571428571428571,0.2558139534883721,0.0463917525773195,0.0205128205128205,0.4736842105263157,0.0,0.0,0.169811320754717,0.1923076923076923,0.2,0.0,0.0,0.217391304347826,0.303030303030303,0.0,0.0,0.2093023255813954,0.0,0.1241743725231175
0.0,0.9152440249045992,1.0,0.6842105263157894,0.0,0.8604651162790697,0.0206185567010309,0.0358974358974358,0.4894736842105263,1.0,1.0,0.0188679245283018,0.1923076923076923,0.2222222222222222,0.1153846153846153,0.565121412803532,0.217391304347826,0.3333333333333333,0.1,0.673076923076923,0.2093023255813954,0.0,0.1241743725231175
0.7499999999999999,0.9781080538260696,1.0,0.2842105263157894,0.0,0.0,0.0206185567010309,0.0256410256410256,0.3357894736842106,1.0,0.0,0.0754716981132075,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6206244087038789,0.2608695652173913,0.2121212121212121,0.3,0.6461538461538461,0.0,0.7555555555555555,0.5785997357992074
0.3035714285714285,0.9506929102229364,1.0,0.3263157894736841,0.8809523809523808,0.8372093023255813,0.0257731958762886,0.0256410256410256,0.2084210526315788,1.0,0.0,0.0566037735849056,0.3076923076923077,0.1777777777777777,0.2692307692307693,0.7630652790917691,0.3478260869565217,0.2424242424242424,0.35,0.7755384615384614,0.372093023255814,0.4888888888888888,0.7661822985468957
0.6785714285714285,0.9243824061056436,1.0,0.6842105263157894,0.8809523809523808,0.0,0.0463917525773195,0.0153846153846153,0.3052631578947369,1.0,1.0,0.2075471698113207,0.3076923076923077,0.3333333333333333,0.2692307692307693,0.5827814569536424,0.2608695652173913,0.5151515151515151,0.05,0.5384615384615384,0.372093023255814,0.4888888888888888,0.7661822985468957
0.7499999999999999,0.9506929102229364,1.0,0.431578947368421,0.4285714285714285,0.0,0.0463917525773195,0.0512820512820512,0.3063157894736841,1.0,1.0,0.0754716981132075,0.3076923076923077,0.1777777777777777,0.0,0.0,0.3478260869565217,0.2424242424242424,0.0,0.0,0.2093023255813954,0.0,0.1241743725231175
