Application mode,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
0.0,0.9781080538260695,1.0,0.0,0.16842105263157903,0.1578947368421053,0.0,1.0,0.0,0.0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6675496688741722,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.6461538461538461,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285
0.0,0.9075115485037156,1.0,0.11904761904761904,0.2526315789473683,0.2968421052631578,0.0,1.0,1.0,0.0,0.09433962264150941,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7505518763796909,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7336538461538461,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957
0.0,0.9075115485037156,1.0,0.0,0.42105263157894735,0.34736842105263155,0.0,1.0,0.0,1.0,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7067307692307692,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957
0.0,0.9506929102229363,1.0,0.0,0.49473684210526314,0.445263157894737,0.0,1.0,0.0,1.0,0.09433962264150941,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.7364238410596027,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7484615384615384,0.0,0.0,0.7555555555555555,0.5785997357992074
0.0,0.9506929102229363,1.0,0.0,0.4010526315789473,0.2947368421052632,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7265846736045412,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7384615384615384,0.0,0.5930232558139535,1.0,0.3117569352708058
0.2857142857142857,0.9243824061056437,1.0,0.0,0.21052631578947367,0.22526315789473683,0.0,1.0,0.0,0.0,0.07547169811320753,0.0,0.23076923076923078,0.2,0.23076923076923078,0.6026490066225165,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7153846153846154,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331
0.0,0.9506929102229363,1.0,0.0,0.4736842105263157,0.35578947368421066,0.0,1.0,1.0,0.0,0.018867924528301883,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.7094922737306842,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.6724038461538462,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551
0.0,0.9075115485037156,1.0,0.0,0.5263157894736841,0.368421052631579,0.0,1.0,1.0,0.0,0.018867924528301883,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6799116997792495,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6769230769230768,0.0,0.15116279069767458,0.4888888888888888,1.0
0.7499999999999999,0.9781080538260695,1.0,0.0,0.28421052631578947,0.33578947368421064,0.0,1.0,0.0,0.0,0.07547169811320753,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6206244087038789,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6461538461538461,0.0,0.0,0.7555555555555555,0.5785997357992074
0.30357142857142855,0.9506929102229363,1.0,0.0,0.3263157894736841,0.20842105263157884,0.0,1.0,0.0,0.0,0.05660377358490565,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7630652790917691,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7755384615384614,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957
